NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;VERKEERSKUNDIGWEGVAKVILD;TRAJECTVILD;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3908337;2024-01-17;2024-01-17;15:41:29;17:15:03;339,422;3628,000;93,567;52,4;55,3;A;27;A27;aflopend;Everdingen - Lexmond;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 94];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908338;2024-01-17;2024-01-17;15:41:29;15:46:01;11,773;2597,000;4,533;208,6;210,8;A;2;A2;aflopend;Grathem - Kelpen-Oler;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908339;2024-01-17;2024-01-17;15:41:29;16:08:00;90,428;3410,000;26,517;61,2;59,1;A;4;A4;oplopend;Delft - Ketheltunnel;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 27];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908340;2024-01-17;2024-01-17;15:41:29;15:43:00;3,185;2100,000;1,517;41,8;43,9;A;73;A73;aflopend;Maasbree - Blerick;Nijmegen - Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908341;2024-01-17;2024-01-17;15:42:29;15:44:00;5,915;3900,000;1,517;13,5;9,6;A;13;A13;oplopend;Delft-Zuid - Rotterdam The Hague Airport;Rijswijk - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908436;2024-01-17;2024-01-17;16:11:29;16:13:00;3,185;2100,000;1,517;30,3;28,2;A;10;A10;oplopend;Amsterdam-Hemhavens - Coentunnel;Knooppunt De Nieuwe Meer - Knooppunt Coenplein;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908437;2024-01-17;2024-01-17;16:11:29;16:15:02;45,472;12809,00;3,550;254,9;241,7;A;2;A2;oplopend;Kruisdonk - Koning Willem-Alexandertunnel;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908438;2024-01-17;2024-01-17;16:11:29;16:15:02;10,283;2897,000;3,550;209,9;206,9;A;2;A2;oplopend;Kelpen-Oler - Grathem;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908439;2024-01-17;2024-01-17;16:11:29;16:14:00;5,563;2211,000;2,517;142,6;140,3;A;59;A59;oplopend;Rosmalen - Rosmalen-Oost;'s-Hertogenbosch - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908441;2024-01-17;2024-01-17;16:12:30;16:46:02;91,290;2722,000;33,533;78,7;81,4;A;27;A27;aflopend;Rijnsweerd - Lunetten;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 34];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908533;2024-01-17;2024-01-17;16:31:30;18:05:05;404,560;4323,000;93,583;52,7;48,2;A;4;A4;oplopend;Rijswijk - Den Haag-Zuid;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 94];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908534;2024-01-17;2024-01-17;16:31:30;16:33:00;3,450;2300,000;1,500;140,6;142,9;A;50;A50;aflopend;Bankhoef - Maasbrug;Arnhem - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908535;2024-01-17;2024-01-17;16:31:30;16:40:03;17,795;2081,000;8,550;19,3;17,3;N;35;N35;oplopend;Deventer - Ommen;Zwolle - Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908536;2024-01-17;2024-01-17;16:32:30;16:38:00;12,222;2222,000;5,500;46,2;44,1;A;1;A1;oplopend;Hoevelaken - Barneveld;Amersfoort - Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908538;2024-01-17;2024-01-17;16:32:30;16:39:00;8,902;1369,000;6,500;169,9;168,5;N;2;N2;oplopend;Waalre - Leenderheide;Batadorp - Leenderheide;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908621;2024-01-17;2024-01-17;16:51:30;16:53:00;3,150;2100,000;1,500;78,7;80,8;A;27;A27;aflopend;Rijnsweerd - Lunetten;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908622;2024-01-17;2024-01-17;16:52:31;16:56:00;7,940;2279,000;3,483;34,7;36,9;A;27;A27;aflopend;Industriegebied Avelingen - Merwedebrug;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908623;2024-01-17;2024-01-17;16:52:31;16:54:00;5,488;3700,000;1,483;185,7;189,4;A;2;A2;aflopend;Wildenberg - Budel;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908624;2024-01-17;2024-01-17;16:52:31;16:55:03;5,433;2145,000;2,533;217,7;219,7;A;2;A2;aflopend;Maasbracht - Brug Wessem;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908625;2024-01-17;2024-01-17;16:52:31;17:05:03;35,202;2809,000;12,533;169,2;167,2;A;2;A2;oplopend;De Hogt - Leenderheide;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908713;2024-01-17;2024-01-17;17:09:31;17:54:00;123,844;2784,000;44,483;45,7;47,8;A;20;A20;aflopend;Moordrecht - Nieuwerkerk aan den IJssel;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 44];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908716;2024-01-17;2024-01-17;17:09:31;17:12:00;9,102;3665,000;2,483;73,7;70,0;A;4;A4;oplopend;Vlaardingen-Oost - Beneluxtunnel;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908717;2024-01-17;2024-01-17;17:09:31;17:11:00;3,115;2100,000;1,483;143,9;146,0;A;50;A50;aflopend;Ewijk - Bankhoef;Arnhem - Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908718;2024-01-17;2024-01-17;17:09:31;17:11:00;4,302;2900,000;1,483;39,6;42,5;N;35;N35;aflopend;Wierden-West - Rijssen;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908719;2024-01-17;2024-01-17;17:09:31;17:13:00;7,213;2071,000;3,483;21,6;23,7;N;44;N44;aflopend;Voorschoten - A44: Wassenaar;Den Haag - Wassenaar;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908804;2024-01-17;2024-01-17;17:26:31;17:28:00;3,023;2038,000;1,483;17,6;15,6;A;16;A16;oplopend;Rotterdam-Prins Alexander - Rotterdam-Kralingen;Rotterdam - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908805;2024-01-17;2024-01-17;17:26:31;17:29:00;5,135;2068,000;2,483;99,9;97,8;A;27;A27;oplopend;Eemnes - Eemnes;Utrecht - Almere;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908806;2024-01-17;2024-01-17;17:26:31;17:28:00;4,302;2900,000;1,483;18,9;16,0;A;28;A28;oplopend;Leusden-Zuid - Leusden;Utrecht - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908807;2024-01-17;2024-01-17;17:26:31;18:02:00;121,450;3423,000;35,483;21,6;23,7;N;44;N44;aflopend;Voorschoten - A44: Wassenaar;Den Haag - Wassenaar;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 35];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908808;2024-01-17;2024-01-17;17:27:31;17:32:00;12,852;2867,000;4,483;136,9;139,7;A;12;A12;aflopend;Duiven - Westervoort;Duitse grens - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908890;2024-01-17;2024-01-17;17:41:30;17:47:00;68,523;12459,00;5,500;254,9;242,2;A;2;A2;oplopend;Kruisdonk - Koning Willem-Alexandertunnel;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908891;2024-01-17;2024-01-17;17:42:30;17:46:00;8,422;2406,000;3,500;18,7;16,5;A;10;A10;oplopend;Amsterdam-Rivierenbuurt - Amsterdam-Oud Zuid;Knooppunt Amstel - Knooppunt De Nieuwe Meer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908892;2024-01-17;2024-01-17;17:43:30;17:48:00;9,077;2017,000;4,500;46,5;44,5;A;15;A15;oplopend;Spijkenisse - Botlektunnel;Europoort - Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908895;2024-01-17;2024-01-17;17:43:30;17:59:00;93,520;6034,000;15,500;22,9;0,1;A;76;A76;aflopend;Simpelveld - Kunderberg;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908896;2024-01-17;2024-01-17;17:44:30;17:47:00;5,383;2153,000;2,500;9,2;7,2;A;73;A73;oplopend;Maasbracht - Linne;Maasbracht - Nijmegen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908980;2024-01-17;2024-01-17;18:31:29;18:39:00;7,763;1033,000;7,517;48,9;49,8;A;15;A15;aflopend;Benelux - Hoogvliet;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908981;2024-01-17;2024-01-17;18:31:29;19:21:00;417,107;8424,000;49,517;249,9;254,8;A;2;A2;aflopend;Meerssen - Ulestraten;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 50];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908982;2024-01-17;2024-01-17;18:31:29;18:37:00;15,493;2808,000;5,517;12,2;14,9;A;76;A76;aflopend;Nuth-Centrum - Nuth;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908983;2024-01-17;2024-01-17;18:31:29;18:36:00;13,043;2888,000;4,517;8,7;6,4;A;79;A79;oplopend;Valkenburg - Hulsberg;Maastricht - Heerlen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3908985;2024-01-17;2024-01-17;18:35:29;18:37:00;3,033;2000,000;1,517;268,1;266,1;A;2;A2;oplopend;Oost-Maarland - Eijsden;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909027;2024-01-17;2024-01-17;19:22:27;19:25:00;5,865;2300,000;2,550;17,3;15,0;N;61;N61;oplopend;Braakman - Hoek/Philippine;Schoondijke - Terneuzen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909028;2024-01-17;2024-01-17;19:25:27;19:27:00;3,255;2100,000;1,550;237,4;239,5;A;2;A2;aflopend;Urmond - Born;Maastricht - Eindhoven;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909029;2024-01-17;2024-01-17;19:26:27;19:38:00;37,498;3247,000;11,550;13,3;15,6;A;79;A79;aflopend;Voerendaal - Klimmen;Heerlen - Maastricht;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909030;2024-01-17;2024-01-17;19:32:26;19:34:00;3,603;2300,000;1,567;231,5;233,8;A;2;A2;aflopend;Born - Roosteren;Maastricht - Eindhoven;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909031;2024-01-17;2024-01-17;19:32:26;19:38:00;13,287;2387,000;5,567;224,7;221,9;A;2;A2;oplopend;Het Vonderen - Echt;Eindhoven - Maastricht;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909188;2024-01-18;2024-01-18;6:17:22;6:21:00;14,533;4000,000;3,633;61,8;57,8;N;33;N33;oplopend;Meedhuizen - Appingedam;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909190;2024-01-18;2024-01-18;6:18:22;6:26:00;23,410;3067,000;7,633;71,2;68,5;N;33;N33;oplopend;Delfzijl - Spijk;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909191;2024-01-18;2024-01-18;6:21:23;6:51:00;129,775;4382,000;29,617;34,3;38,8;A;15;A15;aflopend;Brielle - Havens 5500-5700;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909192;2024-01-18;2024-01-18;6:21:23;6:26:00;11,742;2543,000;4,617;19,8;22,4;A;4;A4;aflopend;Roelofarendsveen - Nieuw-Vennep;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909193;2024-01-18;2024-01-18;6:21:23;7:41:01;478,347;6007,000;79,633;61,0;63,7;N;33;N33;aflopend;Appingedam - Meedhuizen;Eemshaven - Veendam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 80];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909231;2024-01-18;2024-01-18;6:50:25;6:52:00;2,850;1800,000;1,583;26,8;28,6;A;4;A4;aflopend;Hoogmade - Roelofarendsveen;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909232;2024-01-18;2024-01-18;6:51:25;7:06:00;44,325;3039,000;14,583;34,1;38,6;A;15;A15;aflopend;Brielle - Havens 5500-5700;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909233;2024-01-18;2024-01-18;6:51:25;6:54:00;6,675;2584,000;2,583;14,1;16,8;A;16;A16;aflopend;Rotterdam-Prins Alexander - Terbregseplein;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909234;2024-01-18;2024-01-18;6:51:25;6:58:00;16,737;2542,000;6,583;2,1;4,4;A;8;A8;aflopend;Zaandam - Zaanstad-Zuid;Zaandam - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909235;2024-01-18;2024-01-18;6:52:25;6:56:00;7,627;2128,000;3,583;34,9;37,0;A;28;A28;aflopend;Nijkerk - Amersfoort-Vathorst;Zwolle - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909269;2024-01-18;2024-01-18;7:13:26;7:17:00;12,260;3437,000;3,567;36,3;38,8;A;28;A28;aflopend;Strand Nulde - Nijkerk;Zwolle - Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909270;2024-01-18;2024-01-18;7:13:26;7:15:01;5,225;3300,000;1,583;163,3;166,6;A;2;A2;aflopend;De Hogt - Batadorp;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909271;2024-01-18;2024-01-18;7:13:26;7:16:00;5,970;2326,000;2,567;24,6;27,0;A;4;A4;aflopend;Hoogmade - Roelofarendsveen;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909272;2024-01-18;2024-01-18;7:14:27;9:40:03;636,758;4373,000;145,600;14,1;16,1;A;16;A16;aflopend;Rotterdam-Prins Alexander - Terbregseplein;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 146];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909273;2024-01-18;2024-01-18;7:14:27;7:18:00;9,195;2590,000;3,550;32,6;35,5;A;20;A20;aflopend;Terbregseplein - Rotterdam-Crooswijk;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909308;2024-01-18;2024-01-18;7:27:27;10:11:00;1424,060;8707,000;163,550;6,9;9,5;A;28;A28;aflopend;Den Dolder - Utrecht-De Uithof;Amersfoort - Utrecht;Defecte vrachtwagen(s);[Geen oorzaakcode opgegeven door VWM 6], [Defecte vrachtwagen(s) 151], [Eerder pechgeval 7];[000], [HBD], [M13];HBD;Defecte vrachtwagen(s);Defecte vrachtwagen;Incident (gestrand voertuig);Incident
3909309;2024-01-18;2024-01-18;7:27:27;8:01:02;221,782;6604,000;33,583;53,7;51,2;N;33;N33;oplopend;Siddeburen - Appingedam;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 34];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909311;2024-01-18;2024-01-18;7:28:27;7:35:01;14,543;2215,000;6,567;0,0;2,2;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk - A4: Zoeterwoude-Rijndijk;Bodegraven - Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909312;2024-01-18;2024-01-18;7:28:27;9:11:02;420,497;4099,000;102,583;196,2;199,1;A;7;A7;aflopend;Martini Ziekenhuis - Groningen-West;Groningen - Heerenveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 103];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909349;2024-01-18;2024-01-18;7:36:27;7:43:01;15,030;2289,000;6,567;48,8;46,8;A;27;A27;oplopend;Noordeloos - Lexmond;Gorinchem - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909350;2024-01-18;2024-01-18;7:36:27;7:45:06;22,722;2627,000;8,650;107,2;110,1;A;2;A2;aflopend;Empel - Kerkdriel;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909351;2024-01-18;2024-01-18;7:36:27;7:39:00;5,630;2208,000;2,550;146,0;148,1;A;59;A59;aflopend;Nuland - Kruisstraat;Oss - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909352;2024-01-18;2024-01-18;7:36:27;7:39:00;6,120;2400,000;2,550;39,6;42,0;N;35;N35;aflopend;Wierden-West - Rijssen;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909384;2024-01-18;2024-01-18;7:43:27;8:14:00;104,102;3408,000;30,550;7,7;12,4;A;44;A44;aflopend;Noordwijkerhout - Kaagbrug;Wassenaar - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 31];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909385;2024-01-18;2024-01-18;7:43:27;7:47:01;7,422;2081,000;3,567;149,0;151,1;A;59;A59;aflopend;Oss - Nuland;Oss - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909387;2024-01-18;2024-01-18;7:43:27;7:46:04;5,757;2200,000;2,617;24,9;0,1;A;76;A76;aflopend;Bocholtz - Simpelveld;Aken - Geleen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909388;2024-01-18;2024-01-18;7:43:27;7:50:03;14,303;2167,000;6,600;71,6;73,8;A;7;A7;aflopend;P Breezanddijk - brug over Stevinsluizen;Zurich - Den Oever;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 7];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3909427;2024-01-18;2024-01-18;7:47:28;7:49:00;4,140;2700,000;1,533;63,1;60,4;N;33;N33;oplopend;Appingedam - Delfzijl;Veendam - Eemshaven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
