NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;VERKEERSKUNDIGWEGVAKVILD;TRAJECTVILD;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3895845;2024-01-08;2024-01-08;7:56:29;7:58:00;6,522;4300,000;1,517;86,8;91,1;A;2;A2;aflopend;Geldermalsen - Lingebrug;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3895932;2024-01-08;2024-01-08;8:09:28;8:11:00;2,913;1900,000;1,533;60,0;58,0;A;4;A4;oplopend;Delft - Slinksloot;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3895933;2024-01-08;2024-01-08;8:09:28;8:27:00;90,483;5161,000;17,533;9,7;14,2;N;35;N35;aflopend;Heino - Hoonhorst;Almelo - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3895934;2024-01-08;2024-01-08;8:10:29;8:22:00;30,065;2611,000;11,517;14,8;12,2;A;10;A10;oplopend;Amsterdam-Overamstel - Amsterdam-Rivierenbuurt;Knooppunt Amstel - Knooppunt De Nieuwe Meer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3895935;2024-01-08;2024-01-08;8:10:29;8:59:00;101,885;2100,000;48,517;34,2;36,3;A;2;A2;aflopend;Holendrecht - Amsterdam-Zuidoost;Utrecht - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 49];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3895937;2024-01-08;2024-01-08;8:10:29;8:21:02;29,263;2774,000;10,550;253,0;250,9;A;2;A2;oplopend;Maastricht-Noord - Kruisdonk;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896026;2024-01-08;2024-01-08;8:23:29;8:35:03;28,737;2484,000;11,567;14,8;12,2;A;10;A10;oplopend;Amsterdam-Overamstel - Amsterdam-Rivierenbuurt;Knooppunt Amstel - Knooppunt De Nieuwe Meer;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896027;2024-01-08;2024-01-08;8:23:29;8:25:03;3,290;2100,000;1,567;85,5;87,6;A;15;A15;aflopend;Hardinxveld-Giessendam - Sliedrecht-Oost;Gorinchem - Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896028;2024-01-08;2024-01-08;8:23:29;8:25:03;4,700;3000,000;1,567;31,9;34,9;A;20;A20;aflopend;Rotterdam-Crooswijk - Rotterdam-Schiebroek;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896029;2024-01-08;2024-01-08;8:23:29;9:11:00;164,140;3454,000;47,517;43,6;41,6;A;27;A27;oplopend;Noordeloos - Lexmond;Gorinchem - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 48];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896030;2024-01-08;2024-01-08;8:23:29;8:29:00;18,388;3333,000;5,517;175,8;178,6;A;2;A2;aflopend;Valkenswaard - Leenderheide/Randweg N2;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896117;2024-01-08;2024-01-08;8:39:29;9:34:00;229,467;4209,000;54,517;87,5;85,3;A;15;A15;oplopend;Sliedrecht-Oost - Hardinxveld-Giessendam;Ridderkerk - Gorinchem;Ongeval(len);[Geen oorzaakcode opgegeven door VWM 28], [Ongeval(len) 27];[000], [ACI];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
3896120;2024-01-08;2024-01-08;8:40:29;8:42:00;8,342;5500,000;1,517;10,1;15,6;A;1;A1;aflopend;Muiden - Diemen;Amersfoort - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896121;2024-01-08;2024-01-08;8:40:29;8:44:00;10,603;3015,000;3,517;11,5;14,7;A;27;A27;aflopend;Oosterhout-Oost - Oosterhout-Zuid;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896122;2024-01-08;2024-01-08;8:40:29;8:45:03;18,758;4108,000;4,567;2,3;7,4;A;8;A8;aflopend;Zaandam - Zaanstad-Zuid;Zaandam - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896123;2024-01-08;2024-01-08;8:40:29;8:43:00;5,033;2000,000;2,517;0,0;2,0;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk - A4: Zoeterwoude-Rijndijk;Bodegraven - Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896223;2024-01-08;2024-01-08;9:10:29;9:13:00;5,685;2259,000;2,517;16,4;14,3;A;13;A13;oplopend;Delft-Zuid - Rotterdam The Hague Airport;Rijswijk - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896224;2024-01-08;2024-01-08;9:10:29;9:13:00;5,678;2256,000;2,517;23,8;25,9;A;16;A16;aflopend;Ridderkerk-Noord - Rotterdam-Feijenoord;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896225;2024-01-08;2024-01-08;9:11:28;9:14:00;6,430;2538,000;2,533;43,7;41,2;A;27;A27;oplopend;Noordeloos - Lexmond;Gorinchem - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896226;2024-01-08;2024-01-08;9:11:28;9:13:00;3,527;2300,000;1,533;32,5;34,8;A;4;A4;aflopend;Zoeterwoude-Rijndijk - Limesaquaduct;Den Haag - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896364;2024-01-08;2024-01-08;15:08:28;15:11:00;6,433;2539,000;2,533;50,1;52,6;A;27;A27;aflopend;Everdingen - Lexmond;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896368;2024-01-08;2024-01-08;15:18:28;17:14:00;676,947;5859,000;115,533;50,4;53,8;A;27;A27;aflopend;Everdingen - Lexmond;Utrecht - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 116];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896371;2024-01-08;2024-01-08;15:20:29;18:10:01;623,655;3679,000;169,533;31,4;29,2;A;20;A20;oplopend;Rotterdam-Schiebroek - Rotterdam-Crooswijk;Hoek van Holland - Gouda;Spitsfile (met defect voertuig);[Geen oorzaakcode opgegeven door VWM 47], [Defect(e) voertuig(en) 28], [Geen oorzaakcode opgegeven door VWM 94];[000], [BKD], [000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896373;2024-01-08;2024-01-08;16:32:27;17:58:56;34,593;400,000;86,483;95,8;95,8;A;15;A15;oplopend;Gorinchem verbindingsweg A15 vanuit Rotterdam - A27 richting Breda;Ridderkerk - Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 86];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896375;2024-01-08;2024-01-08;15:28:29;15:31:00;5,482;2178,000;2,517;49,9;47,8;A;4;A4;oplopend;Den Haag-Ypenburg - Rijswijk-Plaspoelpolder;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896478;2024-01-08;2024-01-08;16:28:29;16:32:00;7,835;2228,000;3,517;138,2;136,0;A;12;A12;oplopend;Westervoort - Duiven;Arnhem - Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896479;2024-01-08;2024-01-08;16:28:29;17:10:01;81,318;1958,000;41,533;22,5;22,5;A;20;A20;aflopend;Kethelplein verbindingsweg A20 vanuit Gouda - A4 richting Hoogvliet;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 42];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896480;2024-01-08;2024-01-08;16:28:29;16:35:01;14,830;2270,000;6,533;197,3;199,6;N;7;N7;aflopend;Groningen-Helpman - A28: Groningen-Centrum;Westerbroek - Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896484;2024-01-08;2024-01-08;16:30:30;16:33:00;5,652;2261,000;2,500;32,0;34,3;A;20;A20;aflopend;Rotterdam-Crooswijk - Rotterdam-Schiebroek;Gouda - Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896583;2024-01-08;2024-01-08;17:00:31;17:02:00;4,895;3300,000;1,483;19,6;16,3;A;16;A16;oplopend;Rotterdam-Kralingen - Rotterdam-Centrum;Rotterdam - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896584;2024-01-08;2024-01-08;17:00:31;17:24:00;86,062;3665,000;23,483;61,1;58,8;A;4;A4;oplopend;Delft - Ketheltunnel;Den Haag - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896585;2024-01-08;2024-01-08;17:00:31;17:06:01;19,550;3555,000;5,500;162,9;159,4;N;2;N2;oplopend;Veldhoven - Veldhoven-Zuid;Batadorp - Leenderheide;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896587;2024-01-08;2024-01-08;17:01:30;17:08:00;19,903;3062,000;6,500;138,7;135,5;A;12;A12;oplopend;Duiven - Zevenaar;Arnhem - Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896666;2024-01-08;2024-01-08;17:24:30;17:37:00;43,393;3471,000;12,500;11,9;13,9;A;58;A58;aflopend;Batadorp/Randweg N2 - Batadorp;Tilburg - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896667;2024-01-08;2024-01-08;17:24:30;17:29:00;9,100;2022,000;4,500;127,6;129,6;A;7;A7;aflopend;Joure-West - Prinses Margriettunnel;Heerenveen - Knooppunt Zurich;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 4];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896668;2024-01-08;2024-01-08;17:24:30;17:36:02;30,130;2612,000;11,533;74,0;71,3;N;35;N35;oplopend;A35: Enschede - Enschede-Oost;Enschede - Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896669;2024-01-08;2024-01-08;17:24:30;17:32:00;15,773;2103,000;7,500;6,3;4,3;N;57;N57;oplopend;Brielle/Zwartewaal - Hellevoetsluis/Oudenhoorn;Rotterdam - Voorne-Putten;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896756;2024-01-08;2024-01-08;17:48:31;17:50:02;3,033;2000,000;1,517;18,5;16,5;A;13;A13;oplopend;Overschie - Kleinpolderplein;Rijswijk - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896757;2024-01-08;2024-01-08;17:48:31;17:50:02;3,337;2200,000;1,517;166,5;164,3;A;1;A1;oplopend;Hengelo-Noord - Oldenzaal;Hengelo - Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896758;2024-01-08;2024-01-08;17:48:31;17:51:00;5,122;2062,000;2,483;96,1;94,0;A;27;A27;oplopend;Hilversum - Eemnes;Utrecht - Almere;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896760;2024-01-08;2024-01-08;17:49:30;18:02:00;17,693;1415,000;12,500;0,1;1,5;A;27;A27;aflopend;Breda - Sint Annabosch;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896762;2024-01-08;2024-01-08;17:49:30;18:16:00;122,533;4624,000;26,500;25,8;22,3;A;58;A58;oplopend;Oirschot - Moergestel;Eindhoven - Tilburg;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 26];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896905;2024-01-09;2024-01-09;7:05:26;7:44:00;155,387;4029,000;38,567;127,4;125,4;A;58;A58;oplopend;Rilland - Kruiningen;Bergen op Zoom - Vlissingen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 39];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896908;2024-01-09;2024-01-09;7:08:26;7:11:00;6,515;2538,000;2,567;46,0;48,5;A;16;A16;aflopend;Klaverpolder - Moerdijkbrug;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896909;2024-01-09;2024-01-09;7:08:26;7:21:00;52,778;4200,000;12,567;179,2;183,1;A;2;A2;aflopend;Maarheeze - Leende;Maastricht - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896911;2024-01-09;2024-01-09;7:11:26;8:28:00;362,410;4733,000;76,567;53,5;58,0;A;1;A1;aflopend;Barneveld - Hoevelaken;Amersfoort - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 77];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3896912;2024-01-09;2024-01-09;7:11:26;7:13:00;3,133;2000,000;1,567;135,3;133,3;A;50;A50;oplopend;Paalgraven - Ravenstein;Oss - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897258;2024-01-09;2024-01-09;8:06:29;8:09:00;5,033;2000,000;2,517;1,1;3,1;A;28;A28;aflopend;Utrecht-De Uithof - Rijnsweerd;Amersfoort - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897259;2024-01-09;2024-01-09;8:06:29;8:08:00;3,943;2600,000;1,517;77,7;80,3;A;2;A2;aflopend;Everdingen - Everdingen;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897260;2024-01-09;2024-01-09;8:06:29;8:18:00;34,302;2978,000;11,517;117,2;114,9;A;2;A2;oplopend;Veghel - Bosscheveldbrug;Utrecht - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 12];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897261;2024-01-09;2024-01-09;8:06:29;8:08:00;5,915;3900,000;1,517;244,2;240,3;A;2;A2;oplopend;Elsloo - Ulestraten;Eindhoven - Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897262;2024-01-09;2024-01-09;8:06:29;8:11:02;10,878;2391,000;4,550;147,5;145,1;A;58;A58;oplopend;'s-Gravenpolder - Goes-Zuid;Bergen op Zoom - Vlissingen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897318;2024-01-09;2024-01-09;8:13:29;8:22:00;25,297;2970,000;8,517;60,7;63,7;A;12;A12;aflopend;Houten - Kanaleneiland;Utrecht - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897319;2024-01-09;2024-01-09;8:13:29;8:19:00;11,745;2129,000;5,517;54,5;56,7;A;15;A15;aflopend;Vaanplein - Rotterdam-Charlois;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897320;2024-01-09;2024-01-09;8:13:29;8:18:00;12,512;2770,000;4,517;45,2;47,7;A;16;A16;aflopend;Klaverpolder - Moerdijkbrug;Breda - Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897321;2024-01-09;2024-01-09;8:13:29;8:16:02;5,355;2100,000;2,550;84,4;86,5;A;1;A1;aflopend;Beekbergen - Apeldoorn-Zuid;Apeldoorn - Amersfoort;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 3];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897379;2024-01-09;2024-01-09;8:20:29;8:22:00;5,005;3300,000;1,517;144,2;147,4;A;59;A59;aflopend;Nuland - Kruisstraat;Oss - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897381;2024-01-09;2024-01-09;8:21:30;8:47:00;82,555;3237,000;25,500;56,7;59,0;A;15;A15;aflopend;Vaanplein - Rotterdam-Charlois;Ridderkerk - Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 26];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897382;2024-01-09;2024-01-09;8:21:30;8:27:00;15,992;2908,000;5,500;10,4;12,7;A;27;A27;aflopend;Oosterhout-Zuid - Breda-Noord;Gorinchem - Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897383;2024-01-09;2024-01-09;8:21:30;10:27:48;999,982;7918,000;126,300;32,1;36,5;A;2;A2;aflopend;Ouderkerk aan de Amstel - Amstel;Utrecht - Amsterdam;Falen DVM (en spitsfile);[Geen oorzaakcode opgegeven door VWM 60], [Wegdek in slechte toestand 66];[000], [RPC];M04;Technische storing;Falen DVM/IA;Falen DVM/IA;Ongepland onderhoud
3897385;2024-01-09;2024-01-09;8:21:30;8:23:00;3,150;2100,000;1,500;135,2;133,1;A;59;A59;oplopend;'s-Hertogenbosch-Maaspoort - Empel;Knooppunt Zonzeel - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897449;2024-01-09;2024-01-09;8:30:30;8:33:00;9,250;3700,000;2,500;91,3;84,7;A;28;A28;oplopend;Hattemerbroek - Zwolle-Zuid;Amersfoort - Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897450;2024-01-09;2024-01-09;8:30:30;8:32:00;6,450;4300,000;1,500;78,8;83,1;A;2;A2;aflopend;Everdingen - Everdingen;'s-Hertogenbosch - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897451;2024-01-09;2024-01-09;8:30:30;8:32:00;3,300;2200,000;1,500;59,6;57,4;A;2;A2;oplopend;Utrecht-Centrum - Leidsche Rijntunnel;Amsterdam - Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897452;2024-01-09;2024-01-09;8:30:30;9:25:10;188,155;3442,000;54,667;258,0;255,4;A;2;A2;oplopend;Maastricht-Zuid - Gronsveld;Maastricht - Belgische grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 55];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897453;2024-01-09;2024-01-09;8:30:30;9:04:00;135,047;4031,000;33,500;31,0;28,8;A;4;A4;oplopend;Hoogmade - Limesaquaduct;Amsterdam - Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 34];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897527;2024-01-09;2024-01-09;8:41:30;8:45:03;7,100;2000,000;3,550;152,5;150,5;A;50;A50;oplopend;Ewijk - Valburg;Oss - Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897528;2024-01-09;2024-01-09;8:41:30;8:43:00;3,000;2000,000;1,500;25,8;27,8;A;67;A67;aflopend;Geldrop - Leenderheide/Randweg N2;Venlo - Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897529;2024-01-09;2024-01-09;8:41:30;9:00:04;52,550;2830,000;18,567;48,2;50,2;A;6;A6;aflopend;Almere-Stedenwijk - Gooimeer;Lelystad - Muiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 19];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897530;2024-01-09;2024-01-09;8:42:31;8:50:03;19,567;2597,000;7,533;145,8;147,8;A;59;A59;aflopend;Nuland - Kruisstraat;Oss - 's-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3897615;2024-01-09;2024-01-09;8:54:29;9:10:03;48,003;3084,000;15,567;0,5;4,9;A;8;A8;aflopend;Zaanstad-Zuid - Coenplein;Zaandam - Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
